regulation_project_id;Содержательные издержки: Описание социально-экономических последствий реализации проекта акта;Содержательные издержки: Единовременные;Содержательные издержки: Периодические;Информационные издержки: Описание социально-экономических последствий реализации проекта акта;Информационные издержки: Единовременные;Информационные издержки: Периодические;Преимущества и (или) иные выгоды: Описание социально-экономических последствий реализации проекта акта;Преимущества и (или) иные выгоды: Единовременные;Преимущества и (или) иные выгоды: Периодические
100754;-;-;-;-;-;-;-;-;-
100757;В настоящее время юридические лица и граждане (физические лица), осуществляют ГИД в части приобретения (установки и обслуживания) оборудования, найма персонала, заказа (представления) услуг, выполнения работ, обучения персонала, обеспечения новых рабочих мест, и прочее, в рамках средств федерального бюджета по исполнению ФНТП и государственных заданий.  Так например, утверждена ФНТП  развития генетических технологий на 2019 - 2027 годы с  с объемом финансирования 127075,1 млн.руб. (в том числе из федерального бюджета 111455,1 млн.руб, из внебюджетных источников 15620 млн.руб). Одновременно с этим в целях создания базы лабораторий для проведения необходимых испытаний по биологической безопасности ГМО из федерального бюджета выделены на период с 2019 до 2024 гг 1745,7 млн.руб. на ре-конструкцию с техническим перевооружением специализированного Центра Россельхознадзора по оценке потенциальных рисков использования сельхозпродукции, полученной с применением ГМО площадью 8330 кв.м, строительство вивария ФГБУ «ВГНКИ» площадью 2800 кв.м Кроме того распоряжением Минобрнауки России выделены средства федерального бюджета на разработку  новых подходов к эмбриотрансферу и получению лабораторных животных SPFстатуса в размере 1,5 млн руб. Следует отметить, что указанные средства федерального бюджета выделены в целях развития ГИД в целом, а не в рамках утверждаемых методик.;Предоставление субсидий из федерального бюджета на осуществление капитальных вложений в объекты капитального строительства государственной собственности Российской Феде-рации (Приказ Россельхознадзора от 25.12.2018 № 1497) 1745,7 млн.руб на 2019-2024 гг. Распоряжение Минобрнауки России от 27.12.2017  № Р-1059 «О включении в государственное задание на 2018 год образовательным организациям высшего образования, находящимся в ведении Министерства образования и науки Российской Феде-рации работ по проведению фундаментальных и прикладных научных исследований» 1,5 млн.руб. Выделение грантов на развитие генной инженерии;"В рамках ФНТП развития генетических технологий предусмотрено финансирование таких мероприятий, как  – проведение научных исследований и разработок с применением генетических технологий, включая разработку биотехнологий для сельского хозяйства и промышленности с объемом финансирования 17870 млн.руб на период с 2020 по 2027 гг.
 –разработка опытных образцов российского научного оборудования и реактивов для проведения исследований и разработок с применением генетических технологий и обеспечения технологической независимости Российской Федерации с объемом финансирования 2579,8 млн. руб. на период 2019 – 2021 гг.";Публикации в научных журналах и периодических изданиях, реклама. Представление информации (документы и их копии, уведомления), формирование и хранение информации, необходимой для представления по запросу со стороны органов власти и (или) уполномоченных представителей, иные информационные издержки;В соответствии с постановлением Правительства Российской Феде-рации от 08.12.2017 № 1491 «Об утверждении Правил осуществления Федеральной службой по ветеринарному и фитосанитарному надзору мониторинга воздействия на человека и окружающую среду генно-инженерно-модифицированных организмов и продукции, полученной с применением таких организмов или содержащей такие организмы, и контроля за вы-пуском таких организмов в окружающую среду»,  информация юридических и физических лиц, осуществляющих генно-инженерную деятельность, используется при осуществлении Россельхознадзором мониторинга генно-модифицированных организмов и генетически модифицированной продукции. Периодичность представления указанной информации законодательством не предусмотрена.;-;Государственная регистрация ГИМР создаст условия для получения  принципиально новых (синтетических) сортов и видов  сельскохозяйственных растений, полученных с помощью генетического редактирования и характеризующихся улучшенными хозяйственно-ценными признаками.;Государственная регистрация ГИМР создаст условия для получения  принципиально новых (синтетических) сортов и видов  сельскохозяйственных растений, полученных с помощью генетического редактирования и характеризующихся улучшенными хозяйственно-ценными признаками.;-
100757;-;-;-;-;-;-;-;-;-
100798;"В настоящее время юридические лица и граждане (физические лица), осуществляют ГИД в части приобретения (установки и обслуживания) оборудования, найма персонала, заказа (представления) услуг, выполнения работ, обучения персонала, обеспечения новых рабочих мест, и прочее, в рамках средств федерального бюджета по исполнению ФНТП и государственных заданий. Так например, утверждена ФНТП  развития генетических технологий на 2019 - 2027 годы с  с объемом финансирования 127075,1 млн.руб. (в том числе из федерального бюджета 111455,1 млн.руб, из внебюджетных источников 15620 млн.руб). Одновременно с этим в целях создания базы лабораторий для проведения необходимых испытаний по биологичесой безопасности ГМО из федерального бюджета выделены на период с 2019 до 2024 гг 1745,7 млн.руб. на реконструкцию с техническим перевооружением специализированного Центра Россельхознадзора по оценке потенциальных рисков использования сельхозпродукции, полученной с применением ГМО площадью 8330 кв.м, строительство вивария ФГБУ «ВГНКИ» площадью 2800 кв.м. Кроме того распоряжением Минобрнауки России выделены средства федерального бюджета на разработку  новых подходов к эмбриотрансферу и получению лабораторных животных SPFстатуса в размере 1,5 млн руб.
Следует отметить, что указанные средства федерального бюджета выделены в целях развития ГИД в целом, а не в рамках утверждаемых методик.";"Предоставление субсидий из федерального бюджета на осу-ществление капитальных вложений в объекты капитального строительства государственной собственности Российской Федерации (Приказ Россельхознадзора от 25.12.2018 № 1497) 1745,7 млн.руб на 2019-2024 гг. Распоряжение Минобрнауки России от 27.12.2017 № Р-1059 «О включении в государственное задание на 2018 год образовательным организациям высшего образования, находящимся в ведении Министерства образования и науки Российской Федерации работ по проведению фундаментальных и прикладных научных исследований» 1,5 млн.руб
Выделение гран-тов на развитие генной инженерии";"В рамках ФНТП развития генетических технологий предусмотрено финансирование таких мероприятий, как 
–проведение научных исследований и разработок с применением генетических технологий, включая разработку биотехнологий для сельского хозяйства и промышленности с объемом финансирования 17870 млн.руб на период с 2020 по 2027 гг.
–разработка опытных образцов российского научного оборудования и реактивов для проведения исследований и разработок с применением генетических технологий и обеспечения технологической независимости Российской Федерации с объемом финансирования 2579,8 млн. руб. на период 2019 – 2021 гг.";Публикации в научных журналах и периодических изданиях, реклама. Представление информации (документы и их копии, уведомления), формирование и хранение информации, необходимой для представления по запросу со стороны органов власти и (или) уполномоченных представителей, иные информационные издержки.;В соответствии с постановлением Правительства Российской Федерации от 08.12.2017 № 1491 «Об утверждении Правил осуществления Федеральной службой по ветеринарному и фитосанитарному надзору мониторинга воздействия на человека и окружающую среду генно-инженерно-модифицированных организмов и продукции, полученной с применением таких организмов или содержащей такие организмы, и контроля за выпуском таких организмов в окружающую среду»,  информация юридических и физических лиц, осуществляющих генно-инженерную деятельность, используется при осуществлении Россельхознадзором мониторинга генно-модифицированных организмов и генетически модифицированной продукции. Периодичность представления указанной информации законодательством не предусмотрена.;-;Государственная регистрация ГИМЖ позволит использовать животных с редактированным вставленным геном, включая аквакультуру, востребованных в реальном секторе экономики. ;Государственная регистрация ГИМЖ позволит использовать животных с редактированным вставленным геном, включая аквакультуру, востребованных в реальном секторе экономики. ;-
100798;-;-;-;-;-;-;-;-;-
100803;Содержательных издержек не усматривается;Оценка не производилась;Оценка не производилась;Информационных издержек не усматривается;Оценка не производилась;Оценка не производилась;Установление возможности индивидуальным предпринимателям осуществлять добычу россыпного золота на территории Российской Федерации;Установление возможности индивидуальным предпринимателям осуществлять добычу россыпного золота на территории Российской Федерации;Оценка не производилась
100803;Содержательных издержек не усматривается;Оценка не производилась;Оценка не производилась;Информационных издержек не усматривается;Оценка не производилась;Оценка не производилась;Установление возможности индивидуальным предпринимателям осуществлять добычу россыпного золота на территории Российской Федерации;Оценка не производилась;Оценка не производилась
100807;Отсутствуют;0;0;Отсутствуют;0;0;0;0;0
100807;Отсутствуют;0;0;Отсутствуют;0;0;Отсутствуют;0;0
100813;Отсутствуют;-;-;Получение заключения Минпромторга России о подтверждении производства промышленной продукции на территории Российской Федерации в отношении оборудования для АГНКС и компрессорных установок дыхательного воздуха в соответствии с Правилами, установленными Постановлением № 719;-;Раз в год;-;-;-
100813;Отсутствуют;-;-;-;-;-;Отсутствуют;-;-
100876;-;-;-;-;-;-;-;-;-
100876;-;-;-;-;-;-;-;-;-
100890;-;-;-;-;-;-;-;-;-
100890;-;-;-;-;-;-;-;-;-
100919;-;-;-;-;-;-;-;-;-
100919;-;-;-;-;-;-;-;-;-
100940;Отсутствуют;-;-;Получение заключения о подтверждении выполнения требований по локализации для каждого из мероприятий по модернизации, в отношении которых осуществлялась проверка;-;раз в год;-;-;-
100940;Отсутствуют;-;-;-;-;-;Отсутствуют;-;-
101005;Вид издержек 1;0;0;Вид издержек 1;0;0;0;0;0
101005;Вид издержек N;0;0;Вид издержек N;0;0;Преимущество N;0;0
101035;Содержательные издержки при реализации проекта акта не потребуются;отсутствуют ;отсутствуют ;Предоставление в Минсельхоз России заявления о выдаче подтверждения целевого назначения, информацию о совершении процедуры поставки, информацию о количестве произведенной продукции детского питания из ввезенного товара;1;отсутствуют ;1;1;1
101035;отсутствуют ;отсутствуют ;отсутствуют ;отсутствуют ;отсутствуют ;отсутствуют ;Обеспечение детей раннего возраста качественным отечественным питанием;1;1
101072;-;-;-;-;-;-;-;-;-
101072;-;-;-;-;-;-;-;-;-
101083;-;-;-;-;-;-;-;-;-
101083;-;-;-;-;-;-;-;-;-
101094;-;-;-;-;-;-;-;-;-
101094;-;-;-;-;-;-;-;-;-
101099;Вид издержек 1;0;0;Вид издержек 1;0;0;0;0;0
101099;Вид издержек N;0;0;Вид издержек N;0;0;Преимущества и (или) иные выгоды;0;0
101112;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется
101112;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется;информация уточняется
101113;-;-;-;-;-;-;-;-;-
101113;-;-;-;-;-;-;-;-;-
101115;-;-;-;-;-;-;-;-;-
101115;-;-;-;-;-;-;-;-;-
101122;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
101122;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
101128;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
101128;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
101293;Вид издержек 1;отсутствуют;отсутствуют;Вид издержек 1;отсутствуют;отсутствуют;отсутствуют ;отсутствуют ;отсутствуют
101293;Вид издержек N;отсутствуют ;отсутствуют;Вид издержек N;отсутствуют;отсутствуют;Преимущество N;отсутствуют;отсутствуют
101295;-;-;-;-;-;-;-;-;-
101295;-;-;-;-;-;-;-;-;-
101316;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
101316;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует;Отсутствует
101338;-;-;-;-;-;-;-;-;-
101338;-;-;-;-;-;-;-;-;-
101355;Отсутствует;-;-;Отсутствует;-;-;-;-;-
101355;-;-;-;-;-;-;-;-;-
101367;Отсутствует;-;-;Отсутствует;-;-;-;-;-
101367;-;-;-;-;-;-;-;-;-
101441;-;-;-;-;-;-;-;-;-
101441;-;-;-;-;-;-;-;-;-
101448;.;.;.;.;.;.;.;.;.
101448;.;.;.;.;.;.;.;.;.
101492;Реализация федерального закона не повлечет содержательные издержки; ; ;Реализация федерального законам не повлечет информационные издержки; ; ; Реализация федерального закона не повлечет предоставление преимуществ и (или) иных выгод; Реализация федерального закона не повлечет предоставление преимуществ и (или) иных выгод; 
101492; ; ; ; ; ; ; ; ; 
101535;Вид издержек 1;-;-;Вид издержек 1;-;-;-;-;-
101535;Вид издержек N;-;-;Вид издержек N;-;-;Преимущество N;-;-
101537;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;0;0;0
101537;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Иные преимущества и (или) иные выгоды отсутствуют;0;0
101602;Отсутствуют;0;0;Отсутствуют;0;0;0;0;0
101602;Отсутствуют;0;0;Отсутствуют;0;0;Отсутствуют;0;0
101608;вид издержек 1;Приобретение (установка и обслуживание) оборудования, найм дополнительного персонала, заказ (представление) услуг, выполнение работ, обучение персонала, обеспечение новых рабочих мест, иные содержательные издержки (при необходимости);Приобретение (установка и обслуживание) оборудования, найм дополнительного персонала, заказ (представление) услуг, выполнение работ, обучение персонала, обеспечение новых рабочих мест, иные содержательные издержки (при необходимости); ; ; ;отсутствие аварий, инцидентов, несчастных случаев, простоев;отсутствие аварий, инцидентов, несчастных случаев, простоев;отсутствие аварий, инцидентов, несчастных случаев, простоев
101608; ; ; ; ; ; ;Преимущество N;Отсутствие штрафов и приостановок, сохраненная прибыль;Отсутствие штрафов и приостановок, сохраненная прибыль
101610;Отсутствуют;0;0;Отсутствуют;0;0;0;0;0
101610;Отсутствуют;0;0;Отсутствуют;0;0;Отсутствуют;0;0
101657;-;-;-;-;-;-;-;-;-
101657;-;-;-;-;-;-;-;-;-
101736;-;-;-;-;-;-;-;-;-
101736;-;-;-;-;-;-;-;-;-
101760;-;-;-;-;-;-;-;-;-
101760;-;-;-;-;-;-;-;-;-
101778;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.
101778;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.
101780;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.
101780;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.;Отсутствует.
101818;Реализация проекта постановления не повлечет содержательные издержки; ; ;Реализация проекта постановления не повлечет информационные издержки; ; ; ; ; 
101818; ; ; ; ; ; ; ; ; 
101839;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства
101839;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;отсутствуют издержки;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства;не влияет на деятельность субъектов малого и среднего предпринимательства
101849;Социально-экономические последствия реализации проекта акта на территории Российской Федерации;Содержательных издержек со стороны объектов регулирования, обусловленных впервые вводимыми требованиями, данный акт не предусматривает. Прогнозируется снижение отдельных содержательных издержек с учетом установления формализованных требований к проекту санитарно-защитной зоны;Содержательных издержек со стороны объектов регулирования, обусловленных впервые вводимыми требованиями, данный акт не предусматривает. ;Социально-экономические последствия реализации проекта акта на территории Российской Федерации;Информационных издержек со стороны объектов регулирования, обусловленных впервые вводимыми требованиями, данный акт не предусматривает. ;Информационных издержек со стороны объектов регулирования, обусловленных впервые вводимыми требованиями, данный акт не предусматривает. ;По отдельным позициям планируется снижение имеющихся затрат со стороны объектов регулирования (в сравнении с действующими требованиями) за счет учета в проекте акта актуальных изменений в требованиях к порядку установления зон с особыми условиями использования территорий.;По отдельным позициям планируется снижение имеющихся затрат со стороны объектов регулирования (в сравнении с действующими требованиями) за счет учета в проекте акта актуальных изменений в требованиях к порядку установления зон с особыми условиями использования территорий.;По отдельным позициям планируется снижение имеющихся затрат со стороны объектов регулирования (в сравнении с действующими требованиями) за счет учета в проекте акта актуальных изменений в требованиях к порядку установления зон с особыми условиями использования территорий.
101849;-;-;-;-;--;-;-;-;-
101893;При реализации проекта постановления содержательные издержки не усматриваются;Единовременные содержательные издержки отсутствуют;Периодические содержательные издержки отсутствуют;При реализации проекта постановления информационные издержки не усматриваются;Единовременные информационные издержки отсутствуют;Периодические информационные издержки отсутствуют;Полноценный новой лицензионный режим недропользования;Полноценный новой лицензионный режим недропользования;Полноценный новой лицензионный режим недропользования
101893;При реализации проекта постановления содержательные издержки не усматриваются;Единовременные содержательные издержки отсутствуют;Периодические содержательные издержки отсутствуют;При реализации проекта постановления информационные издержки не усматриваются;Единовременные информационные издержки отсутствуют;Периодические информационные издержки отсутствуют;Стимулирование вовлечения в промышленное освоение нетрадиционных источников углеводородного сырья путем поиска новых и апробации существующих технологий;Полноценный новой лицензионный режим недропользования;Полноценный новой лицензионный режим недропользования
101896;Создание специализированной федеральной информационной системы старательской деятельности;40 000 000 рублей;-;-;-;-;-;-;4 323 691 825, 00 рублей
101896;Расходы на проведение проверок государственного контроля (надзора) за осуществлением старательской деятельности;-;-;-;-;-;-;-;-
101928;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется
101928;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется;не требуется
101962;-;-;-;-;-;-;-;-;-
101962;-;-;-;-;-;-;-;-;-
101967;-;-;-;-;-;-;-;-;-
101967;-;-;-;-;-;-;-;-;-
101974;-;-;-;-;-;-;-;-;-
101974;-;-;-;-;-;-;-;-;-
102015;-;-;-;-;-;-;-;-;-
102015;-;-;-;-;-;-;-;-;-
102030;Нет данных;-;-;Нет данных;-;-;-;-;-
102030;Вид издержек №;-;-;Вид издержек №;-;-;-;-;-
102047;нет;нет;нет;нет;нет;нет;нет;нет;нет
102047;нет;нет;нет;нет;нет;нет;нет;нет;нет
102062;Не выявлены;нет;нет;Не выявлены;Нет;Нет;Сокращение расходов участников рынка на маркетинговые исследования.;Сокращение расходов участников рынка на маркетинговые исследования.;50 млн. руб в год
102062;Не выявлены;нет;нет;Не выявлены;Нет;Нет;Не выявлены;Нет;Нет
102105;нет;нет;нет;нет;нет;нет;нет;нет;нет
102105;нет;нет;нет;нет;нет;нет;нет;нет;нет
102144;-;-;-;-;-;-;-;-;-
102144;-;-;-;-;-;-;-;-;-
102154;Издержек не повлечет;0;0;Издержек не повлечет;0;0;Преимущества отсутствуют;Преимущества отсутствуют;0
102154;Издержек не повлечет;0;0;Издержек не повлечет;0;0;Преимущества отсутствуют;0;0
102207;-;-;-;-;-;-;-;-;-
102207;-;-;-;-;-;-;-;-;-
102269;-;-;-;-;-;-;-;-;-
102269;-;-;-;-;-;-;-;-;-
102311;-;-;-;-;-;-;единовременно в связи с пандемией 2020 г.;единовременно в связи с пандемией 2020 г.;-
102311;-;-;-;-;-;-;устойчивость деятельности авиакомпании повысится;единовременно в связи с пандемией 2020 г.;-
102447;-;-;-;-;-;-;"Сокращение максимального срока назначения административных наказаний в виде административного запрета деятельности (в действующей редакции КоАП – административное приостановление деятельности) и обязательных работ;  установление возможности освобождения от административного наказания в виде административного штрафа для обеспечения исполнения в установленный срок возложенной на лицо обязанности, за неисполнение которой лицо привлекается к административной ответственности; введение правила о том, что не допускается одновременное привлечение юридического лица и его должностного лица к ответственности за одно и то же административное правонарушение, за исключением отдельных случаев.";"Сокращение максимального срока назначения административных наказаний в виде административного запрета деятельности (в действующей редакции КоАП – административное приостановление деятельности) и обязательных работ;  установление возможности освобождения от административного наказания в виде административного штрафа для обеспечения исполнения в установленный срок возложенной на лицо обязанности, за неисполнение которой лицо привлекается к административной ответственности; введение правила о том, что не допускается одновременное привлечение юридического лица и его должностного лица к ответственности за одно и то же административное правонарушение, за исключением отдельных случаев.";-
102447;-;-;-;-;-;-;-;-;-
102452;Решение предоставляет выбор способа подтверждения балльной оценки выпускаемой продукции  для автопроизводителей и производителей автомобильных компонентов;невысокие ;невысокие ;отсутствуют ;отсутствуют ;отсутствуют ;сокращение времени получения подтверждения балльной оценки ;сокращение времени получения подтверждения балльной оценки ;отсутствуют 
102452;-;-;-;отсутствуют ;отсутствуют ;отсутствуют ;-;-;-
102538;Социально-экономические последствия отсутствуют;-;-;Отсутствуют;Отсутствуют;Отсутствуют;-;-;-
102538;Социально-экономические последствия отсутствуют;-;-;Отсутствуют;Отсутствуют;Отсутствуют;Установление порядка округления при-мененных организациями предельных размеров оптовых и розничных надбавок к фактическим отпускным ценам, установленным производителями на лекарственные препараты, включенные в перечень  жизненно необходимых и важнейших лекарственных препаратов, устраняет правовую неопределенность в части возможности округления дробных частей копеек при формировании отпускных цен, в целях устранения возможности разночтения Правил при осуществлении регионального государственного контроля за применением цен на лекарственные препараты.;-;-
102578;нет;нет;нет;нет;нет;нет;нет;нет;нет
102578;нет;нет;нет;нет;нет;нет;нет;нет;нет
102625;-;-;-;-;-;-;-;-;-
102625;-;-;-;-;-;-;-;-;-
102669;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо
102669;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо
102681;Реализация проекта постановления не повлечет содержательные издержки;не применимо;не применимо;Реализация проекта постановления не повлечет информационные издержки;не применимо;не применимо;не применимо;не применимо;не применимо
102681;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо;не применимо
102730;-;-;-;-;-;-;-;-;-
102730;-;-;-;-;-;-;-;-;-
102733;Вид издержек 1;Отсутствуют;Отсутствуют;Вид издержек 1;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
102733;Вид издержек N;Отсутствуют;Отсутствуют;Вид издержек N;Отсутствуют;Отсутствуют;Вид издержек N;Отсутствуют;Отсутствуют
102751;Вид издержек 1;отсутствуют;отсутствуют;Вид издержек 1;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
102751;Вид издержек N;отсутствуют;отсутствуют;Вид издержек N;отсутствуют;отсутствуют;Преимущество N;отсутствуют;отсутствуют
102790;Вид издержек 1;отсутствуют;отсутствуют;Вид издержек 1;отсутствуют;отсутствуют;отсутствуют;отсутствуют;отсутствуют
102790;Вид издержек N;отсутствуют;отсутствуют;Вид издержек N;отсутствуют;отсутствуют;Преимущество N;отсутствуют;отсутствуют
102839;Снижение издержек  пользователей инфраструктуры ;-;-;-;-;-;-;-;-
102839;-;-;-;-;-;-;Установление требований к требований к сопряженным объектам инфраструктуры в целях размещения сетей электросвязи на опорах воздушных линий электропередачи является необходимым условием для государственного регулирования платы взимаемой владельцами инфраструктуры с пользователей инфраструктуры. ;-;-
102898;-;-;-;-;-;-;-;-;-
102898;-;-;-;-;-;-;-;-;-
102902;-;-;-;-;-;-;-;-;-
102902;-;-;-;-;-;-;-;-;-
102932;-;-;-;-;-;-;-;-;--
102932;-;-;-;-;-;-;-;-;-
102942;Содержательные издержки не выявлены;Оценка не производилась;Оценка не производилась;Информационные издержки не выявлены;Отсутствуют;Отсутствуют;Стимулирование разработки технологий геологического изучения, разведки и добычи трудноизвлекаемых полезных ископаемых, а также разведки и добычи таких полезных ископаемых, осуществляемых по совмещенной лицензии;Стимулирование разработки технологий геологического изучения, разведки и добычи трудноизвлекаемых полезных ископаемых, а также разведки и добычи таких полезных ископаемых, осуществляемых по совмещенной лицензии;Оценка не производилась
